,Obj_ID,IAU_name,Internal_names,Obj_RA,Obj_DEC,Obj_Type,Redshift,Spec_ID,Obs_date,JD,Phase_(days),From,Telescope,Instrument,Observers,Reducers,Source_group,Public,Associated_groups,End_prop_period,Ascii_file,Fits_file,Spec_type,Spec_quality,Extinction_Corrected,WL_Medium,WL_Units,Flux_Unit_Coefficient,Spec_units,Flux_Calibrated_By,Exp_time,Aperture_(slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda_min,Lambda_max,Del_Lambda,Contrib,Publish,Remarks,Created_by,Creation_date
8,22932,SN 2023ggb,ATLAS23isy  ZTF23aagpjyp  PS23dtb,272.9870802,52.8411076,SN Ia,0.085,77360,2023-06-02 23:54:53.00,2460098.4964468,--,--,LT,SPRAT,Jacob Wise  K-Ryan Hinds  Daniel Perley,--,TNS,Y,TNS,--,SN2023ggb_2023-06-02_23-54-53_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4007.39881,7993.05256,9.2905681818182,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-06-03 18:05:06
7,22932,SN 2023ggb,ATLAS23isy  ZTF23aagpjyp  PS23dtb,272.9870802,52.8411076,SN Ia,0.085,69965,2023-04-23 10:34:11.00,2460057.9404051,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023ggb_2023-04-23_10-34-11_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-04-23 14:05:06
560,23223,SN 2023hlu,ATLAS23jys  ASASSN-23dn  ZTF23aamseob  MASTER OT J230115.73+142039.6,345.31541,14.3440666667,SN II,0.007428,77429,2023-06-08 08:58:03.00,2460103.8736458,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023hlu_2023-06-08_08-58-03_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-06-08 14:05:06
559,23223,SN 2023hlu,ATLAS23jys  ASASSN-23dn  ZTF23aamseob  MASTER OT J230115.73+142039.6,345.31541,14.3440666667,SN II,0.007428,77066,2023-05-09 18:55:26.00,2460074.2884954,--,--,Other,Other,Kenta Taguchi,Kenta Taguchi,TNS,Y,TNS,--,SN2023hlu_2023-05-09_18-55-26_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023hlu_2023-05-09_18-55-26_Other_Other_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,4098.0,8498.0,1.9990913221263,--,--,We performed the follow-up spectroscopic observation using the KOOLS-IFU attached to the 3.8-m Seimei telescope at Okayama Observatory with two 300-sec exposures. The spectral resolution is ~ 500  and the wavelength coverage is 4100-8600 A.  [TNS source group:  0 - None ],TNS_Bot1,2023-05-10 13:05:06
555,23341,SN 2023hpd,ATLAS23knp  ZTF23aajjzbm  PS23cup,312.499444345,-17.5370286401,SN IIn,0.0198,77323,2023-05-31 02:59:10.00,2460095.6244213,--,--,LT,SPRAT,Robotic,Auto,TNS,Y,TNS,--,SN2023hpd_2023-05-31_02-59-10_LT_SPRAT_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2000,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,Spectrum was obtained with SPRAT on the Liverpool Telescope and reduced using the integrated quick reduction pipeline.  [TNS source group:  123 - QUB ],TNS_Bot1,2023-06-01 00:05:06
556,23341,SN 2023hpd,ATLAS23knp  ZTF23aajjzbm  PS23cup,312.499444345,-17.5370286401,SN IIn,0.0198,77366,2023-06-03 09:13:15.00,2460098.8842014,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023hpd_2023-06-03_09-13-15_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-06-04 19:05:06
544,23224,SN 2023hro,ZTF23aaiyuae  ATLAS23kbn  PS23cyh,190.9443178,-20.1582422,SN Ia,0.027309,77083,2023-05-11 12:00:00.00,2460076.0,--,--,ANU-2.3m,WiFeS,Robotic,B. Martin,TNS,Y,TNS,--,SN2023hro_2023-05-11_12-00-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023hro_2023-05-11_12-00-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3502.32,8999.31,0.77476955602537,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-05-13 04:05:06
542,23224,SN 2023hro,ZTF23aaiyuae  ATLAS23kbn  PS23cyh,190.9443178,-20.1582422,SN Ia,0.027309,78544,2023-05-08 18:30:58.00,2460073.2715046,--,--,Other,Other,Orapeleng Mogawana,Orapeleng Mogawana,TNS,Y,TNS,--,SN2023hro_2023-05-08_18-30-58_Other_Other_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1500,--,--,--,--,--,--,--,4089.39,7960.4,3.8517512437811,--,--,The spectrum was taken with the SAAO&amp;#039;s 1-m Lesedi-MOOKODI low-resolution spectrograph and imager using a 2&amp;quot; slit and an average spectral resolution of R = 374.4.  [TNS source group:  61 - MeerLICHT ],TNS_Bot1,2023-10-05 12:05:06
543,23224,SN 2023hro,ZTF23aaiyuae  ATLAS23kbn  PS23cyh,190.9443178,-20.1582422,SN Ia,0.027309,77067,2023-05-11 07:38:09.00,2460075.8181597,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023hro_2023-05-11_07-38-09_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-05-11 09:05:06
1072,23271,SN 2023iuc,ZTF23aakfysp  PS23dhv  ATLAS23krj,219.731875,2.287247,SN II,0.0768,77315,2023-05-30 00:33:54.00,2460094.5235417,--,--,SOAR,Goodman,SOAR,--,TNS,Y,TNS,--,SN2023iuc_2023-05-30_00-33-54_SOAR_Goodman_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2023iuc_2023-05-30_00-33-54_SOAR_Goodman_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,5000.0,8949.2645428181,1.9726596117972,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2023-05-30 22:05:07
1071,23271,SN 2023iuc,ZTF23aakfysp  PS23dhv  ATLAS23krj,219.731875,2.287247,SN II,0.0768,77117,2023-05-18 18:10:28.00,2460083.2572685,--,--,Lijiang-2.4m,YFOSC,Jujia Zhang,--,TNS,Y,TNS,--,SN2023iuc_2023-05-18_18-10-28_Lijiang-2.4m_YFOSC_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2100,--,--,--,--,--,--,--,3616.7819824219,8920.1064147949,2.8497175885938,--,--,[TNS source group:  125 - LiONS ],TNS_Bot1,2023-05-19 03:05:06
1069,23293,SN 2023ivv,ATLAS23ksi,234.172733636,4.47540545455,SN Ia,0.06924,77205,2023-05-22 12:00:00.00,2460087.0,--,--,ANU-2.3m,WiFeS,Robotic,B. Martin,TNS,Y,TNS,--,SN2023ivv_2023-05-22_12-00-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023ivv_2023-05-22_12-00-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3503.1,8999.15,0.77485549132948,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-05-23 04:05:10
1068,23293,SN 2023ivv,ATLAS23ksi,234.172733636,4.47540545455,SN Ia,0.06924,77172,2023-05-21 00:00:00.00,2460085.5,--,--,UH88,SNIFS,Hoogendam,Hoogendam,TNS,Y,TNS,--,SN2023ivv_2023-05-21_00-00-00_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3400.48,9097.48,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2023-05-21 14:05:06
1058,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77136,2023-05-19 22:23:45.00,2460075.4331597,--,--,LT,SPRAT,LTbot,Perley,TNS,Y,TNS,--,SN2023ixf_2023-05-10_22-23-45_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  0 - None ],TNS_Bot1,2023-05-20 00:05:06
1059,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77275,2023-05-20 21:04:19.00,2460085.3779977,--,--,HCT-2m,HFOSC,Rishabh Singh Teja,Rishabh Singh Teja,TNS,Y,TNS,--,SN2023ixf_2023-05-20_21-04-19_HCT-2m_HFOSC_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,3800.0,9100.0001096725,1.2664277442467,--,--,Combine spectrum for two grism  Gr7 and Gr8  for 900s exposure each.  [TNS source group:  0 - None ],TNS_Bot1,2023-05-25 09:05:07
1063,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77847,2023-07-21 21:44:00.00,2460147.4055556,--,--,Other,Other,daniel verilhac &amp;amp;amp; al,daniel verilhac,TNS,Y,TNS,--,SN2023ixf_2023-07-21_21-44-00_Other_Other_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,4500,--,--,--,--,--,--,--,3700.5405601578,7499.5295985552,0.91674445907275,--,--,2 months after discovery. This spectra was done with students during an &amp;quot;astromaths&amp;quot; camp   [TNS source group:  0 - None ],TNS_Bot1,2023-07-25 21:05:06
1061,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77277,2023-05-22 23:50:00.00,2460087.4930556,--,--,Other,Other,Etienne Bertrand,Etienne Bertrand,TNS,Y,TNS,--,SN2023ixf_2023-05-22_23-50-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023ixf_2023-05-22_23-50-00_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3175.8332,7562.3919,0.80090536790214,--,--,[TNS source group:  0 - None ],TNS_Bot1,2023-05-25 10:05:07
1062,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77301,2023-05-25 06:42:58.00,2460089.779838,--,--,P60,SEDM,SEDM robot,--,TNS,Y,TNS,--,SN2023ixf_2023-05-25_06-42-58_P60_SEDM_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-05-29 12:05:06
1060,23278,SN 2023ixf,ZTF23aaklqou  PS23dij  ATLAS23ncx  SN2023ixf  2023ixf,210.91075,54.311694,SN II,0.000804,77276,2023-05-22 18:31:41.00,2460087.2720023,--,--,HCT-2m,HFOSC,Pramod,Rishabh Singh Teja,TNS,Y,TNS,--,SN2023ixf_2023-05-22_18-31-41_HCT-2m_HFOSC_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,720,--,--,--,--,--,--,--,3800.0,9100.0001096725,1.2664277442467,--,--,Combine spectrum for two grism  Gr7 and Gr8  for 600s and 720s exposure  respectively.  [TNS source group:  0 - None ],TNS_Bot1,2023-05-25 09:05:07
1032,23337,SN 2023jkl,ATLAS23lka  ZTF23aalwuua,210.5096476,13.2304828,SN II,,77314,2023-05-30 01:28:08.00,2460094.5612037,--,--,SOAR,Goodman,SOAR,--,TNS,Y,TNS,--,SN2023jkl_2023-05-30_01-28-08_SOAR_Goodman_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2023jkl_2023-05-30_01-28-08_SOAR_Goodman_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,5000.0,8943.3711013794,1.9736592098996,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2023-05-30 21:05:06
1033,23337,SN 2023jkl,ATLAS23lka  ZTF23aalwuua,210.5096476,13.2304828,SN II,,77450,2023-06-14 04:30:42.00,2460109.6879861,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023jkl_2023-06-14_04-30-42_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-06-14 09:05:06
1337,23710,SN 2023lcr,PS23ems  ZTF23aaoohpy  ATLAS23msn,247.905901476,26.3661961581,SN Ic-BL,1.027,77998,2023-08-12 00:00:00.00,2460168.5,--,--,JWST,NIRSpec,Antonio Martin-Carrillo (UCD) on behalf of a larger collaboration,--,TNS,Y,TNS,--,SN2023lcr_2023-08-12_00-00-00_JWST_NIRSpec_TNS_0.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,6058.847608776,52926.14376589,115.15306181109,--,--,Spectrum taken with the clear prism with a fix slit of 0.4&amp;quot;. Fluxes in Jy  [TNS source group:  46 - STARGATE ],TNS_Bot1,2023-08-14 14:05:06
1336,23710,SN 2023lcr,PS23ems  ZTF23aaoohpy  ATLAS23msn,247.905901476,26.3661961581,SN Ic-BL,1.027,77995,2023-08-12 00:00:00.00,2460168.5,--,--,JWST,NIRSpec,Antonio Martin-Carrillo on behalf of a larger collaboration,--,TNS,Y,TNS,--,SN2023lcr_2023-08-12_00-00-00_JWST_NIRSpec_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,0.5456697890282,5.380186197486,0.011113830824041,--,--,Spectrum taken with the clear prism with a fix slit of 0.4&amp;quot;  [TNS source group:  46 - STARGATE ],TNS_Bot1,2023-08-14 10:05:06
1316,23509,SN 2023lkm,ATLAS23mzp  PS23eza  ZTF23aapnixu  GOTO23mh,340.444996859,36.1082337654,SN I,0.02443,77640,2023-07-06 14:25:35.00,2460132.1010995,--,--,UH88,SNIFS,Aaron Do,--,TNS,Y,TNS,--,SN2023lkm_2023-07-06_14-25-35_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1000,--,--,--,--,--,--,--,3400.48,9097.48,2.9984210526316,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2023-07-06 17:05:08
1317,23509,SN 2023lkm,ATLAS23mzp  PS23eza  ZTF23aapnixu  GOTO23mh,340.444996859,36.1082337654,SN I,0.02443,77876,2023-07-23 12:44:16.00,2460149.0307407,--,--,Keck2,ESI,K. W. Davis  R. J. Foley,K. Taggart,TNS,Y,TNS,--,SN2023lkm_2023-07-23_12-44-16_Keck2_ESI_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1000,--,--,--,--,--,--,--,3958.33349392,9198.5234585284,0.3334726972514,--,--,Classified as Type I according to TNS; we reclassify as a SN Ib/c.    [TNS source group:  77 - UCSC ],TNS_Bot1,2023-07-28 19:05:10
1795,23486,SN 2023lya,ATLAS23nai  ZTF23aapuknd  PS23fcr,262.2219331,58.3782278,SN Ibn,0.03,77594,2023-06-30 09:12:52.00,2460125.8839352,--,--,UH88,SNIFS,M. E. Huber,M. E. Huber  M. A. Tucke,TNS,Y,TNS,--,SN2023lya_2023-06-30_09-12-52_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3400.48,9097.48,3.1440397350993,--,--,The spectrum was obtained using the University of Hawaii 2.2-meter Telescope (UH88) and reduced using the integrated reduction pipeline.   [TNS source group:  123 - QUB ],TNS_Bot1,2023-06-30 15:05:07
1796,23486,SN 2023lya,ATLAS23nai  ZTF23aapuknd  PS23fcr,262.2219331,58.3782278,SN Ibn,0.03,77911,2023-08-03 07:29:09.00,2460159.8119097,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023lya_2023-08-03_07-29-09_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-05 14:05:06
1776,23528,SN 2023mee,ZTF23aaqekiu  ATLAS23nbt,334.44396295,30.27008395,SN Ia,0.064,77674,2023-07-10 13:07:10.00,2460136.0466435,--,--,UH88,SNIFS,Tucker,Tucker,TNS,Y,TNS,--,SN2023mee_2023-07-10_13-07-10_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3400.48,9097.48,3.1353880022014,--,--,[TNS source group:  51 - SCAT ],TNS_Bot1,2023-07-10 19:05:06
1777,23528,SN 2023mee,ZTF23aaqekiu  ATLAS23nbt,334.44396295,30.27008395,SN Ia,0.064,77734,2023-07-18 07:09:40.00,2460143.7983796,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023mee_2023-07-18_07-09-40_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-07-20 11:05:07
1725,23755,SN 2023mpi,ATLAS23osh  ZTF23aaqmxxo,272.7009084,61.5439242,SN IIb,0.1,78095,2023-08-19 06:01:11.00,2460175.7508218,--,--,Lick-3m,KAST,R. Michael Rich  Osmin Caceres,Jacob Wise,TNS,Y,TNS,--,SN2023mpi_2023-08-19_06-01-11_Lick-3m_KAST_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3543.64688075,10614.64410233,1.8366226549558,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-22 00:05:07
1726,23755,SN 2023mpi,ATLAS23osh  ZTF23aaqmxxo,272.7009084,61.5439242,SN IIb,0.1,78108,2023-08-19 06:01:11.00,2460175.7508218,--,--,Lick-3m,KAST,Michael Rich  Osmin Caceres,--,TNS,Y,TNS,--,SN2023mpi_2023-08-19_06-01-11_Lick-3m_KAST_TNS_0.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3543.64688075,10614.64410233,1.8366226549558,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-24 15:05:08
1550,23620,SN 2023nof,PS23fsd  ATLAS23pmf  ZTF23aatdcey,339.93406787,-15.8345407321,SN II,0.06918,78567,2023-09-29 00:00:00.00,2460216.5,--,--,ANU-2.3m,WiFeS,Robotic,C. Lidman,TNS,Y,TNS,--,SN2023nof_2023-09-29_00-00-00_ANU-2.3m_WiFeS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3800.619,8899.519,0.77467335156487,--,--,[TNS source group:  0 - None ],TNS_Bot1,2023-10-06 19:05:06
1549,23620,SN 2023nof,PS23fsd  ATLAS23pmf  ZTF23aatdcey,339.93406787,-15.8345407321,SN II,0.06918,77864,2023-07-26 14:24:00.00,2460152.1,--,--,ANU-2.3m,WiFeS,Robotic,C. Lidman,TNS,Y,TNS,--,SN2023nof_2023-07-26_14-24-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023nof_2023-07-26_14-24-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3503.1,8998.25,0.77505641748942,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-07-27 09:05:08
1540,23655,SN 2023nup,ATLAS23pnr  ZTF23aatvksz,310.2537726,-22.5805072,SN Ia,0.051,77923,2023-08-06 12:00:00.00,2460163.0,--,--,ANU-2.3m,WiFeS,Robotic,B. Martin,TNS,Y,TNS,--,SN2023nup_2023-08-06_12-00-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023nup_2023-08-06_12-00-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3502.32,8998.47,0.77476036086834,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-08-07 13:05:09
1539,23655,SN 2023nup,ATLAS23pnr  ZTF23aatvksz,310.2537726,-22.5805072,SN Ia,0.051,77908,2023-08-05 05:35:07.00,2460161.7327199,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2023nup_2023-08-05_05-35-07_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-05 07:05:06
1511,23651,SN 2023oho,ATLAS23pzz  ZTF23abarqsx  Gaia23cai  PS23hil,37.519458125,-10.4511990625,SN Ia,0.011,78520,2023-08-02 01:09:25.00,2460158.548206,--,--,Other,Other,Orapeleng Mogawana,Orapeleng Mogawana,TNS,Y,TNS,--,SN2023oho_2023-08-02_01-09-25_Other_Other_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1500,--,--,--,--,--,--,--,4105.1,7960.61,3.836328358209,--,--,The spectrum was taken with the SAAO&amp;#039;s 1-m Lesedi-MOOKODI low-resolution spectrograph and imager using a 2&amp;quot; slit and an average spectral resolution of R = 374.4.  [TNS source group:  61 - MeerLICHT ],TNS_Bot1,2023-10-05 11:05:06
1512,23651,SN 2023oho,ATLAS23pzz  ZTF23abarqsx  Gaia23cai  PS23hil,37.519458125,-10.4511990625,SN Ia,0.011,77903,2023-08-02 19:12:00.00,2460159.3,--,--,ANU-2.3m,WiFeS,Robotic,B. Martin,TNS,Y,TNS,--,SN2023oho_2023-08-02_19-12-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023oho_2023-08-02_19-12-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3502.32,8999.16,0.77485762616295,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-08-03 06:05:09
11323,23665,SN 2023omo,ATLAS23qiu  PS23gag,214.261597196,10.8219558046,SN Ia-91bg-like,0.025,77926,2023-08-06 00:00:00.00,2460162.5,--,--,NOT,ALFOSC,NOT staff,--,TNS,Y,TNS,--,SN2023omo_2023-08-06_00-00-00_NOT_ALFOSC_TNS_0.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3800.0,8999.9999132157,3.3810142478645,--,--,[TNS source group:  0 - None ],TNS_Bot1,2023-08-07 14:05:10
11322,23665,SN 2023omo,ATLAS23qiu  PS23gag,214.261597196,10.8219558046,SN Ia-91bg-like,0.025,77924,2023-08-06 00:00:00.00,2460162.5,--,--,NOT,ALFOSC,NOT Staff,--,TNS,Y,TNS,--,SN2023omo_2023-08-06_00-00-00_NOT_ALFOSC_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3800.0,9000.0001220703,3.3832141327718,--,--,[TNS source group:  83 - YSE ],TNS_Bot1,2023-08-07 13:05:09
11290,23728,SN 2023ozl,ZTF23aawyvgl  ATLAS23qpp  GOTO23aay,341.0523978,10.6162941,SN Ia,0.056,78043,2023-08-17 01:34:10.00,2460173.5653935,--,--,INT-2.5m,IDS,B. Godson  B. Warwick  D. O&amp;#039;Neill,--,TNS,Y,TNS,--,SN2023ozl_2023-08-17_01-34-10_INT-2.5m_IDS_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3902.9658789655,8368.020255079,4.0963801615721,--,--,[TNS source group:  59 - GOTO ],TNS_Bot1,2023-08-17 15:05:06
11289,23728,SN 2023ozl,ZTF23aawyvgl  ATLAS23qpp  GOTO23aay,341.0523978,10.6162941,SN Ia,0.056,78039,2023-08-16 14:24:00.00,2460173.1,--,--,ANU-2.3m,WiFeS,Robotic,B. Martin,TNS,Y,TNS,--,SN2023ozl_2023-08-16_14-24-00_ANU-2.3m_WiFeS_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2023ozl_2023-08-16_14-24-00_ANU-2.3m_WiFeS_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3502.32,8999.9,0.77474351747463,--,--,[TNS source group:  124 - DEbass ],TNS_Bot1,2023-08-17 05:05:07
11288,23714,SN 2023ozo,ZTF23aawnoyx  ATLAS23qqc  PS23ggw,244.7710108,-1.9070975,SN,,78041,2023-08-16 21:04:59.00,2460173.3784606,--,--,NOT,ALFOSC,Steve Schulze  Jesper Sollerman,Steve Schulze,TNS,Y,TNS,--,SN2023ozo_2023-08-16_21-04-59_NOT_ALFOSC_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3503.365879518,9680.5156067818,3.6272165163028,--,--,The spectrum reveals a blue continuum with superimposed absorption lines from O II  corroborating Godson et al. (AstroNote  2023-224). In addition  we detect weak  narrow [O III] 5007 and H-a in emission at a common redshift of z=0.055.  [TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-17 14:05:07
