Ascii file,error
SN2018jay_2018-12-13_12-50-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jgs_2018-12-14_05-10-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jet_2018-12-15_12-34-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jsy_2018-12-12_07-57-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kav_2018-12-27_05-38-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jaw_2018-12-12_12-02-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jjn_2018-12-14_04-07-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018iqk_2018-12-16_09-59-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018iug_2018-11-28_04-31-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jef_2018-12-19_07-07-47_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jqy_2018-12-23_08-53-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jsx_2018-12-20_05-58-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018khd_2018-12-20_12-12-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jpo_2018-12-20_06-59-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kbc_2018-12-23_12-00-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kne_2018-12-24_11-32-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kij_2018-12-21_06-42-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kil_2018-12-22_05-13-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018klc_2018-12-23_04-27-29_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018ktx_2018-12-29_12-27-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018koy_2018-12-24_07-31-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018khc_2018-12-27_05-52-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kgk_2019-01-04_11-23-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lbi_2019-01-04_10-38-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018ktp_2019-01-03_12-18-29_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jts_2018-12-28_05-43-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kfv_2018-12-19_10-00-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018jax_2019-01-03_10-13-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lfb_2018-12-31_04-19-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019asz_2019-03-30_04-15-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ard_2019-02-11_20-24-54_P60_SEDM_TNS.ascii,Flux is not positive!
ZTF18abokyfk_2458386.856_P60_SEDM_ZTF.ascii,Flux is not positive!
SN2019bak_2019-02-24_01-28-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bly_2019-02-25_22-11-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bbe_2019-02-28_23-37-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bco_2019-02-25_19-40-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019avx_2019-03-01_04-29-27_P60_SEDM_TNS.ascii,Flux is not positive!
2019abb_2019-02-09_00-00-00_P60_SEDM_ZTF.txt,Flux is not positive!
SN2019abb_2019-02-09_00-08-27_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bhe_2019-02-25_21-49-52_P60_SEDM_TNS.ascii,Flux is not positive!
2019abn_2019-02-08_P60_SEDM_None.ascii,Flux is not positive!
SN2018kgv_2018-12-21_06-01-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019azr_2019-03-14_11-57-41_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bns_2019-03-14_00-22-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2022lxq_2022-06-06_07-57-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019brc_2019-03-16_03-00-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bus_2019-03-31_05-17-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bss_2019-03-19_00-02-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bkp_2019-03-18_21-19-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bvq_2019-03-16_23-54-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bvo_2019-03-16_03-48-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bim_2019-03-14_22-40-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bdg_2019-03-16_21-47-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019anr_2019-03-15_00-24-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bhq_2019-03-16_04-29-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bgf_2019-03-15_22-43-03_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bie_2019-03-15_04-19-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cad_2019-03-25_22-41-15_P60_SEDM_TNS.ascii,Flux is not positive!
SN2010ct_2019-03-26_03-20-29_P60_SEDM_TNS.ascii,Flux is not positive!
SN2010ct_2019-03-26_10-57-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bye_2019-03-26_05-27-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bwi_2019-03-26_01-30-15_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bqz_2019-03-16_22-27-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cew_2019-04-07_21-41-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cmj_2019-04-01_21-15-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cmy_2019-03-31_02-25-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cnb_2019-03-31_03-57-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cen_2019-03-29_23-02-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bwr_2019-03-31_21-16-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019buj_2019-03-26_22-19-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cae_2019-03-29_20-48-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bxa_2019-03-27_02-47-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bip_2019-03-29_22-16-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cxu_2019-04-12_04-58-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ced_2019-04-08_04-02-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dbi_2019-04-09_05-05-39_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bjp_2019-03-15_00-01-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019blt_2019-03-13_23-19-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019agr_2019-03-04_23-51-17_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dld_2019-04-20_06-15-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cwj_2019-04-12_02-16-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cxs_2019-04-12_20-21-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dek_2019-04-11_00-52-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019crp_2019-04-12_22-22-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cxc_2019-04-13_22-55-15_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019czz_2019-04-11_02-14-16_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019czw_2019-04-10_02-47-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cng_2019-04-12_02-56-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cev_2019-04-11_23-55-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dod_2019-04-20_20-28-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dok_2019-04-18_02-53-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cxq_2019-04-17_21-46-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019due_2019-04-23_22-35-01_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019duh_2019-04-24_23-08-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019duu_2019-04-25_01-22-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dna_2019-04-23_03-53-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dml_2019-04-23_04-16-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dfb_2019-04-22_21-59-07_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cri_2019-04-24_01-53-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dwq_2019-04-25_21-52-43_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ecs_2019-04-26_20-48-55_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dxp_2019-04-25_23-17-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dhz_2019-04-25_22-37-55_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ehk_2019-05-08_23-17-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dyo_2019-04-28_20-33-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019cya_2019-04-28_00-00-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019bou_2019-03-18_23-21-33_P60_SEDM_TNS.ascii,Flux is not positive!
2019cqc_2458584.800_P60_SEDM_ZTF-SLSN.ascii,Flux is not positive!
2019cqc_2458591.783_P60_SEDM_ZTF-SLSN.ascii,Flux is not positive!
SN2019dxg_2019-05-02_02-02-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019eix_2019-05-03_23-51-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ejo_2019-05-04_23-26-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dwd_2019-05-04_00-21-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dvd_2019-05-02_23-37-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dye_2019-04-25_20-43-43_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dwp_2019-05-05_04-21-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019die_2019-04-12_22-55-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019eqk_2019-05-09_04-29-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019etc_2019-05-09_02-43-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019eks_2019-05-09_01-37-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dkv_2019-05-09_02-14-00_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dtt_2019-06-08_10-14-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019duj_2019-04-28_01-27-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019eok_2019-05-05_04-50-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dxr_2019-05-13_03-57-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019exv_2019-05-13_01-12-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dxd_2019-05-14_20-48-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dlh_2019-05-13_22-33-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dac_2019-05-13_02-38-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dom_2019-04-24_03-37-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2016dqt_2019-05-25_03-02-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2016dqt_2019-05-25_10-22-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018bgq_2018-05-09_06-57-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019evg_2019-05-31_05-34-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gaf_2019-06-17_09-00-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gkk_2019-06-04_07-05-46_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019fkf_2019-06-03_08-50-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019fet_2019-06-01_08-23-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019enn_2019-05-09_11-07-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ftg_2019-06-06_05-40-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hbs_2019-06-15_09-38-22_P60_SEDM_TNS.ascii,Flux is not positive!
2019hgp_2019-06-08_03-18-05_P60_SEDM_ZTF.txt,Flux is not positive!
SN2019hgp_2019-06-08_10-18-04_P60_SEDM_TNS.ascii,Flux is not positive!
2019hgp_2019-06-08_22-12-38_P60_SEDM_ZTF.txt,Flux is not positive!
2019hgp_2019-06-09_04-00-39_P60_SEDM_ZTF.txt,Flux is not positive!
2019hgp_2019-06-14_01-57-52_P60_SEDM_ZTF.txt,Flux is not positive!
SN2019fcb_2019-05-25_10-22-28_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gvj_2019-06-10_05-21-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gqx_2019-06-09_10-57-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019fes_2019-06-09_06-30-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gxu_2019-06-10_10-29-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019enp_2019-06-11_10-11-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019gwn_2019-06-12_10-44-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019fzt_2019-06-12_05-44-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019fpf_2019-06-13_06-02-26_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019evf_2019-06-13_06-42-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hav_2019-06-14_11-36-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hep_2019-06-13_10-57-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hak_2019-06-19_05-54-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hxp_2019-06-23_07-03-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018bgs_2018-05-16_08-45-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018btg_2018-05-25_07-00-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ifp_2019-06-27_10-51-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019iba_2019-06-26_11-00-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019iaf_2019-06-25_11-41-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hma_2019-06-27_04-56-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019env_2019-06-26_04-53-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hkj_2019-06-16_11-24-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019zc_2019-07-01_10-49-07_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hkd_2019-06-29_10-03-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019iln_2019-07-02_10-12-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019dgu_2019-04-28_10-18-24_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019kvq_2019-07-08_08-21-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lph_2018-07-15_07-02-13_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lpx_2018-09-02_05-14-34_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lpy_2018-09-17_05-04-44_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lpp_2018-09-25_05-39-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018lpq_2018-09-24_03-57-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018bjc_2018-05-11_05-44-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hzv_2019-07-04_11-22-51_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hwj_2019-07-03_11-28-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019jzy_2019-07-06_07-07-27_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019iay_2019-07-05_07-02-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ieu_2019-07-12_10-23-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019kbq_2019-07-14_07-03-43_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kwq_2018-12-29_03-38-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2023wts_2023-11-06_05-16-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018kbj_2018-12-29_11-45-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019jwq_2019-07-15_05-27-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019iue_2019-07-12_11-45-07_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hhz_2019-06-15_10-58-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lbt_2019-07-18_06-07-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lfv_2019-07-13_05-35-10_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lkt_2019-07-22_09-27-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lrd_2019-07-22_10-52-41_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lre_2019-07-28_10-42-31_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lsg_2019-07-28_07-24-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lno_2019-07-28_09-23-40_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lfb_2019-07-28_06-51-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mbs_2019-08-01_10-33-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lur_2019-08-04_10-05-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lhq_2019-08-05_11-19-53_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mrg_2019-08-11_05-34-43_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mal_2019-08-08_07-52-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019moh_2019-08-08_09-12-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019jgw_2019-08-06_10-38-01_P60_SEDM_TNS.ascii,Flux is not positive!
2019odp_2019-08-22_03-52-39.800_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2019-10-13_07-47-48.100_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2019-11-04_02-02-21.500_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2019-11-11_03-33-39.900_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2019-12-18_02-26-43.301_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2019-12-21_03-58-23.598_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
2019odp_2020-01-04_03-21-37.500_P60_SEDM_NOT-ZTF.ascii,Flux is not positive!
SN2019odh_2019-08-25_21-54-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019odh_2019-08-25_21-54-14_P60_SEDM_TNS_0.ascii,Flux is not positive!
SN2019msc_2019-08-22_04-30-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019hoc_2019-07-16_03-45-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mcw_2019-08-21_03-55-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019oop_2019-09-18_06-09-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mbq_2019-07-31_03-14-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019neg_2019-09-01_10-19-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mxd_2019-08-27_04-38-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019omi_2019-08-28_09-52-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019oly_2019-08-31_08-50-45_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mva_2019-08-27_11-29-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019noj_2019-08-28_11-37-22_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lsj_2019-08-28_05-23-59_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019lqz_2019-07-26_07-24-06_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019poe_2019-09-11_00-01-56_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019pyr_2019-09-17_10-35-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ply_2019-09-15_10-34-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019plb_2019-09-13_04-00-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019nka_2019-09-12_10-32-11_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019phb_2019-09-12_05-48-23_P60_SEDM_TNS.ascii,Flux is not positive!
2019oys_2458724.97837710008_P60_SEDM_ZTF.txt,Flux is not positive!
SN2019oys_2019-08-29_12-06-24_P60_SEDM_TNS.ascii,Flux is not positive!
2019oys_2458888.7828727_P60_SEDM_ZTF.txt,Flux is not positive!
2019oys_2458954.7177135_P60_SEDM_ZTF.txt,Flux is not positive!
SN2019oln_2019-09-11_10-44-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019poc_2019-09-13_10-30-25_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qfz_2019-09-18_11-54-18_P60_SEDM_TNS.txt,Flux is not positive!
SN2019pkc_2019-09-18_10-39-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ozj_2019-09-19_10-56-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019pmw_2019-09-21_06-00-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019pva_2019-09-24_07-18-12_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qmm_2019-09-22_08-31-38_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019pue_2019-09-21_07-36-35_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qmd_2019-10-01_06-17-49_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019mvj_2019-08-31_09-50-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rfi_2019-10-03_11-35-32_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rqn_2019-10-03_04-01-09_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rwt_2019-10-24_05-24-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019oyi_2019-10-05_12-36-58_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rpc_2019-10-05_10-39-05_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rsc_2019-10-07_12-20-17_P60_SEDM_TNS.ascii,Flux is not positive!
SN2018avy_2018-04-21_04-37-36_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rvl_2019-10-09_12-24-52_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qwp_2019-10-04_04-55-19_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qsc_2019-10-06_03-41-37_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019qba_2019-09-22_04-12-30_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019scw_2019-10-11_10-49-14_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019shu_2019-10-11_11-29-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rrc_2019-10-10_03-04-41_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019seo_2019-10-13_05-50-57_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rhw_2019-10-13_03-26-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rok_2019-10-16_07-58-18_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019puv_2019-10-16_04-04-41_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019ssi_2019-10-25_09-09-33_P60_SEDM_TNS.ascii,Flux is not positive!
SN2017fys_2019-10-19_03-48-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019sgp_2019-10-19_03-48-02_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019rsx_2019-10-21_06-36-21_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019tah_2019-10-11_06-12-20_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019tai_2019-10-14_11-33-50_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019smr_2019-10-23_11-45-48_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019swk_2019-10-23_12-26-08_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019taw_2019-10-26_11-25-42_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019syj_2019-10-29_06-28-54_P60_SEDM_TNS.ascii,Flux is not positive!
SN2019syw_2019-10-26_04-42-25_P60_SEDM_TNS.ascii,Flux is not positive!
